cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;id_natureza_juridica;id_classificacao_natureza_juridica;id_uf;id_bairro;id_municipio;id_logradouro;id_situacao;longitude;latitude;qtd_total_veiculos_antt;qtd_total_veiculos_leves;qtd_total_veiculos_pesados;qtd_total_veiculos_pesados;id_faixa_qtde_veiculos;flag_optante_simei;id_saude_tributaria;id_nivel_atividade;id_setor;id_cnae_principal;id_ramo
42157511004310;NÃO;7/17/2008;ARACRUZ CELULOSE SA;31;2;23;283;1734;2782;2;-52,3820801;-29,9791656;0.0;0;0;0;1;NÃO;5;3;;;
06789362000190;SIM;5/5/2004;SASSI LOCACOES LTDA;36;2;27;1827;1847;4168;2;-46,5132078;-23,6991224;0.0;0;0;0;1;NÃO;5;3;;;
13299584000190;SIM;2/11/2011;SIMONE BARBOSA SUCH REPRESENTACOES;14;2;27;3753;1965;4926;1;-46,5256966;-23,5402316;0.0;0;0;0;1;NÃO;2;4;1;621;30
51533131000680;NÃO;9/27/1999;CLARIM DISCOS E CINE FOTO SOM LTDA;36;2;27;614;1879;5253;2;-46,5704816;-23,6119196;0.0;0;0;0;1;NÃO;5;3;;;
12645185000170;SIM;8/31/2010;2 D S PRODUCOES E EVENTOS LTDA ME;36;2;27;2501;2050;3128;1;-47,4559099;-23,5062288;0.0;0;0;0;1;NÃO;6;4;15;664;80
14368359000120;SIM;8/15/2011;AAPISEL ASSOCIACAO DOS APICULTORES DE SELVIRIA MS;1;2;12;614;2003;7294;1;-51,4191192;-20,3695809;0.0;0;0;0;1;NÃO;1;4;;36;
11136625000100;SIM;9/14/2009;M ANGELA DE OLIVEIRA CABELEIREIRA;14;2;27;40;112;7334;1;-50,3969737;-21,2089388;0.0;0;0;0;1;SIM;6;4;20;121;68
12823189000100;SIM;11/8/2010;LUPERCIO GUSTAVO DIAS CAMPIOTTO;27;2;27;4009;1937;7607;1;-46,8877455;-21,5957703;0.0;0;0;0;1;NÃO;1;4;;332;
41718842000160;SIM;11/8/1991;COMPEFER COMERCIO PECAS FERRAGENS LTDA;36;2;11;614;1162;2114;2;-45,9204952;-21,6744301;0.0;0;0;0;1;NÃO;5;3;;;
07835393000100;SIM;1/17/2006;EVIDENCIA TECNOLOGIA EM INFORMATICA EPP LTDA;36;2;27;3105;1305;4541;1;-46,7938194;-22,8795818;0.0;0;0;0;1;NÃO;4;2;10;693;16
02875691000100;SIM;12/4/1998;E V DA SILVA LANCHONETE ME;14;2;7;606;302;1670;1;-47,860297;-15,801519;0.0;0;0;0;1;NÃO;1;1;16;521;4
72275753000200;NÃO;8/24/1999;ROMATIL SANTOS DE OLIVEIRA ME;14;2;18;3679;547;4962;1;-49,1908628;-25,3770928;0.0;0;0;0;1;NÃO;6;1;26;279;31
68511732000180;SIM;10/21/1992;PANIFICADORA SILVA & PIRES LTDA;36;2;11;2739;1203;1878;2;-45,3739521;-22,3076762;0.0;0;0;0;1;NÃO;5;3;;;
51448454000160;SIM;4/13/1987;PERKINS WILL ARQUITETURA LTDA;36;2;27;2736;1965;4499;1;-46,7004435;-23,5655555;0.0;0;0;0;1;NÃO;6;1;21;646;78
11344137000180;SIM;11/18/2009;DANIELA RODRIGUES CARNEIRO ME;14;2;11;614;572;4083;1;-44,0818516;-19,9094001;0.0;0;0;0;1;NÃO;1;4;26;75;31
05333676000110;SIM;10/8/2002;FABRO & FABRO EPP LTDA;36;2;23;665;764;5101;1;-52,2311328;-27,8918399;0.0;2;0;0;1;NÃO;2;1;1;147;30
15235073000130;SIM;3/21/2012;E K R BAIANO ME;14;2;10;3149;879;3233;1;-47,4911537;-5,5318241;0.0;0;0;0;1;NÃO;2;1;16;626;4
52422094000190;SIM;3/29/1983;BELMIRA FERRANTE CORREA;14;2;27;3088;1879;6644;2;-46,5639741;-23,6198472;0.0;0;0;0;1;NÃO;5;3;;;
01065563000120;SIM;2/13/1996;C B DE CASTRO & FIGUEIREDO LTDA ME;36;2;27;1436;1976;5423;1;-47,1308305;-23,5230503;0.0;0;0;0;1;NÃO;6;1;17;377;37
06137179000100;SIM;2/19/2004;ESPACO CONHECIMENTO CONSULTORIA EPP LTDA;36;2;27;3330;1965;4908;1;-46,6943593;-23,5438399;0.0;0;0;0;1;NÃO;2;4;10;9;16
10944008000160;SIM;6/29/2009;PRISCILA BULGARO DE CARVALHO ME;14;2;27;1831;1965;4808;1;-46,5976786;-23,6433974;0.0;0;0;0;1;NÃO;6;4;15;590;80
04190594000100;SIM;12/12/2000;FARMAGE FARMACIA DE MANIPULACAO EPP LTDA;36;2;8;3081;2237;4240;1;-40,2983051;-20,305767;0.0;0;0;0;1;NÃO;6;1;26;253;31
03468522000100;SIM;10/11/1999;MEGA BLESS INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;36;2;18;3993;1208;280;2;-51,935455;-23,4203981;0.0;0;0;0;1;NÃO;2;3;3;297;32
13248003000190;SIM;2/14/2011;CLECIRA SILVIA DE OLIVEIRA MEI;14;2;23;2204;434;4608;1;-51,2106152;-29,9062703;0.0;0;0;0;1;SIM;6;4;3;241;32
06121584000130;SIM;2/17/2004;CONSELHO DA CRECHE COMUNITARIA CANTINHO DA IMAGINACAO;1;2;24;3409;525;5903;1;-52,6418178;-27,00629;0.0;0;0;0;1;NÃO;2;4;20;44;15
05145887000120;SIM;6/24/2002;SOCIEDADE EDUCACIONAL INDEPENDENCIA LTDA ME;36;2;23;1279;1617;819;1;-51,2181562;-30,029586;0.0;0;0;0;1;NÃO;6;1;17;388;37
13391975000130;SIM;3/21/2011;GILSON SANTANA DA SILVA MEI;14;2;27;1642;1226;844;1;-46,4398915;-23,6745493;0.0;0;0;0;1;SIM;1;2;8;603;62
11640221000140;SIM;3/4/2010;M A DOS SANTOS FRUTAS ME;14;2;16;1873;1677;6669;2;-34,9418627;-8,0854424;0.0;0;0;0;1;NÃO;5;3;1;182;30
13415957000140;SIM;3/24/2011;FAUSTINO DE OLIVEIRA COSTA MEI;14;2;11;2075;572;7160;1;-44,0686442;-19,9093257;0.0;0;0;0;1;SIM;6;1;3;279;54
36841120000240;NÃO;7/10/1991;COMPANHIA AGRO INDUSTRIAL METAL SUL;32;2;28;614;1433;2009;2;-48,3242858;-10,249091;0.0;0;0;0;1;NÃO;5;3;;;
74149352000140;SIM;1/15/1994;RODOALFA COMERCIO DE PECAS LTDA ME;36;2;18;1596;1135;1112;1;-51,155344;-23,2926376;0.0;1;0;0;1;NÃO;2;4;26;142;29
03045003000130;SIM;3/17/1999;FRANCISCO FERREIRA DE SOUZA MECANICA ME;14;2;13;3742;1746;1282;1;-54,6363031;-16,4658542;0.0;0;0;0;1;NÃO;4;4;26;142;29
14427862000100;SIM;10/7/2011;JOSE RIBAMAR MARTINS MEI;14;2;10;968;1951;4495;1;-44,2829046;-2,5391099;0.0;0;0;0;1;SIM;1;4;16;118;4
00839279000100;SIM;10/4/1995;ASSOC CRISTA DE SOC AO MEN CAR A REC DO NAZ DAS MIS NAZ;1;2;18;1570;547;6731;1;-49,2075151;-25,3465592;0.0;0;0;0;1;NÃO;4;2;20;44;15
13181163000160;SIM;1/31/2011;ANTONIO SELES PEREIRA MEI;14;2;24;1956;1073;3861;1;-48,8112881;-26,3339909;0.0;0;0;0;1;SIM;6;4;25;635;87
00853547000130;SIM;9/28/1995;MARIA HELENA FUHRMANN OLING ME;14;2;23;1290;867;7789;1;-53,9158062;-28,3884314;0.0;1;0;0;1;NÃO;4;4;3;479;52
00525788000150;SIM;4/3/1995;MEGAINOX UTILIDADES DOMESTICAS EIRELI EPP;10;2;23;519;1356;1525;1;-50,9022491;-29,5838194;0.0;1;1;1;1;NÃO;4;1;14;413;53
12524329000130;SIM;9/8/2010;ELENILZA SILVA CARLOS ME;14;2;5;507;264;188;1;-40,6015962;-12,6637655;0.0;0;0;0;1;NÃO;2;1;26;271;31
60279981000180;SIM;3/27/1989;ALFREDO RODRIGUES DE SOUZA ME;14;2;27;3788;1451;4635;1;-50,5872872;-22,4262236;0.0;0;0;0;1;NÃO;1;4;26;272;31
14850788000130;SIM;6/5/1986;JACQUELINE CABRAL DE OLIVEIRA;14;2;5;614;2038;6366;2;-38,400326;-12,7882987;0.0;0;0;0;1;NÃO;5;3;;;
08442052000200;NÃO;12/4/2006;ADEMIR ANTONIO ARTHUR;27;2;27;249;1723;7613;1;-46,4218238;-23,5583624;0.0;0;0;0;1;NÃO;6;4;;331;
07843714000100;SIM;2/9/2006;JORMARIA TRINDADE DAMASCENO ME;14;2;11;614;1320;3447;1;-40,3455662;-17,8350289;0.0;0;0;0;1;NÃO;2;1;22;430;48
90071549000160;SIM;8/28/1984;LICIA GOMES DOS SANTOS ME;14;2;23;2130;532;6888;2;-50,2075922;-30,1746843;0.0;0;0;0;1;NÃO;5;3;;;
51519197000100;SIM;12/9/1987;CENTRO MUNICIPAL DE FORMACAO PROFISSIONAL;3;3;27;359;1124;956;1;-48,7964083;-22,5945075;0.0;2;2;2;1;NÃO;2;1;20;6;1
13536050000130;SIM;4/18/2011;ALFREDO DARCY SILVA RESCHINI ME;14;2;27;614;14;1350;1;-51,0739431;-21,6859153;0.0;0;0;0;1;NÃO;2;4;26;241;31
06432792000150;SIM;7/14/2004;ELEICOES 2004 EURONDINO LOPES CUNHA VEREADOR;4;2;11;3597;894;6637;2;-42,5587569;-19,4547787;0.0;0;0;0;1;NÃO;5;3;;;
08016984000100;SIM;5/16/2006;ISAIAS CLAUDIO MOIMAS;27;2;27;291;256;1688;1;-50,3436312;-21,2915055;0.0;0;0;0;1;NÃO;1;4;;350;
11567330000180;SIM;2/18/2010;CLEBERTON HOTTS DA SILVA MEI;14;2;21;2335;1059;196;1;-61,9196141;-10,8919646;0.0;0;0;0;1;SIM;6;4;26;253;31
00219310000100;SIM;9/15/1994;VAREJAO DE BEBIDAS DELREI LTDA ME;36;2;27;2557;1965;6472;2;-46,7867895;-23,6894207;0.0;0;0;0;1;NÃO;6;3;26;245;31
24576092000110;SIM;4/8/1990;GIORGIA PEREIRA DA SILVA ME;14;2;16;929;1677;5140;2;-34,8999425;-8,0581604;0.0;0;0;0;1;NÃO;5;3;;;
22586481000100;SIM;1/20/1987;LUCIA ELENA COSTE E COLPA ME;14;2;11;614;817;7743;2;-46,7084932;-21,3054884;0.0;0;0;0;1;NÃO;5;3;;;
76948421000100;SIM;9/20/1983;AGROSANTOS AGRICOLA LTDA;36;2;18;1798;160;7222;2;-53,5126743;-24,3887117;0.0;0;0;0;1;NÃO;5;3;;;
05727734000190;SIM;5/6/2003;S M DE REZENDE MONTEIRO COBRANCAS;14;2;27;2547;2055;2659;2;-47,2776108;-22,8203086;0.0;0;0;0;1;NÃO;5;3;;;
01511691000150;SIM;11/1/1996;CLAUDINE TAVARES SARAIVA;14;2;6;1217;736;1545;2;-38,4811404;-3,7776393;0.0;0;0;0;1;NÃO;5;3;;;
04833902000160;SIM;10/17/2001;KOSHIBA & AMARAL LTDA ME;36;2;27;1776;1965;6808;1;-46,6702898;-23,6934919;0.0;0;0;0;1;NÃO;2;4;26;292;31
78046513000120;SIM;4/4/1979;JOAOZINHO SOARES;14;2;18;3453;1599;327;2;-50,1426589;-25,0911397;0.0;0;0;0;1;NÃO;5;3;;;
07793444000170;SIM;1/6/2006;KAUS & KAUS LTDA;36;2;23;2021;1804;3007;1;-53,844565;-29,6963563;0.0;0;0;0;1;NÃO;1;4;9;307;66
56609704000110;SIM;10/31/1986;IETE TERESINHA BELING INGLESE;14;2;27;306;395;4345;2;-47,0721005;-22,8218421;0.0;0;0;0;1;NÃO;5;3;;;
03619841000170;SIM;1/27/2000;ESQUADRO ESQUADRIAS DE ALUMINIO LTDA ME;36;2;11;3380;2167;6763;2;-48,2519507;-18,902623;0.0;0;0;0;1;NÃO;5;3;9;573;82
65987232000120;SIM;5/29/1991;BM FACTORING E FOMENTO COMERCIAL EPP LTDA;36;2;27;614;1127;3304;1;-47,4062762;-22,5615052;0.0;0;0;0;1;NÃO;6;1;2;678;19
14391043000150;SIM;8/1/2011;CASA DE ORACAO PETENCOSTAL DOS AFASTADOS;20;2;7;606;302;2289;1;-47,860297;-15,801519;0.0;0;0;0;1;NÃO;1;1;20;91;15
14007886000100;SIM;7/6/2011;FLORICULTURA MEDEIROS EPP LTDA;36;2;27;3858;1965;5071;2;-46,5023223;-23,5270893;0.0;0;0;0;1;NÃO;6;3;26;111;31
08556692000160;SIM;12/27/2006;ANGELO COMIN;27;2;27;2158;941;7606;1;-49,0553083;-21,3152009;0.0;1;0;0;1;NÃO;1;4;;319;
31097488000140;SIM;8/25/1986;INHANGA LOTERIAS LTDA;36;2;19;3505;1724;1518;2;-43,3027891;-22,8458096;0.0;0;0;0;1;NÃO;5;3;;;
01281103000130;SIM;6/25/1996;DONIZETI CARLOS BERNARDO ME;14;2;27;3896;1263;5842;1;-47,0172069;-21,4678713;0.0;0;0;0;1;NÃO;2;4;25;691;87
13441362000160;SIM;3/22/2011;I F P INDUSTRIA DE FERTILIZANTES PLANTE CERTO LTDA ME;36;2;13;966;411;1156;1;-57,8929903;-13,6592549;0.0;0;0;0;1;NÃO;6;1;14;173;60
02576888000130;SIM;6/8/1998;ASSSOCIACAO COMUNITARIA DE MAPARY;1;2;10;4009;1651;68;2;-43,981812;-3,3757601;0.0;0;0;0;1;NÃO;5;3;;;
13663740000150;SIM;3/1/2011;B R Y PRODUCAO E COMUNICACAO EPP LTDA;36;2;18;686;627;6273;1;-49,3545076;-25,4353767;0.0;1;0;0;1;NÃO;6;4;25;30;87
52883147000170;SIM;8/26/1983;MARIA CLARA BATISTA SORIA;14;2;27;130;223;1085;2;-48,5680158;-20,5345101;0.0;0;0;0;1;NÃO;5;3;;;
06371146000120;SIM;6/23/2004;POSTO DE SERVICO PARK SUL LTDA ME;36;2;11;2476;1221;1668;2;-43,3209376;-21,8725358;0.0;0;0;0;1;NÃO;5;3;;;
10796898000100;SIM;4/29/2009;NOBUYOSHI AKINAGA EPP;14;2;27;2069;1965;5739;1;-46,6416933;-23,5717496;0.0;0;0;0;1;NÃO;2;4;19;518;12
02282336000110;SIM;12/5/1997;RESENHA SPORTS LTDA;36;2;11;2441;242;7349;2;-43,9817452;-19,916859;0.0;0;0;0;1;NÃO;5;3;3;297;32
06152977000100;SIM;3/5/2004;D DOIS INFORMATICA COMERCIO E SERVICOS LTDA ME;36;2;27;674;1965;431;1;-46,6504132;-23,6683761;0.0;0;0;0;1;NÃO;1;2;26;292;31
12476287000100;SIM;8/25/2010;ALCIR FERRARI E OUTROS;27;2;27;4009;794;1890;1;-49,2211274;-20,7940132;0.0;0;0;0;1;NÃO;1;4;;319;
08664106000100;SIM;11/27/2006;MELO TELECOMUNICACOES LTDA ME;36;2;9;2962;1041;268;1;-49,337896;-15,747586;0.0;4;0;0;1;NÃO;6;1;26;292;31
14114665000130;SIM;8/14/2011;NANEIBI ALMEIDA FERREIRA MEI;14;2;28;3785;119;2608;1;-48,2377143;-7,1817617;0.0;0;0;0;1;SIM;1;4;26;232;31
15441648000170;SIM;4/25/2011;L&A COMERCIAL IMPORTADORA E EXPORTADORA LTDA;36;2;27;655;1965;2851;2;-46,7035601;-23,6306556;0.0;0;0;0;1;NÃO;2;3;26;245;31
12098663000170;SIM;6/16/2010;CSO COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA ME;36;2;23;614;650;4844;1;-51,0895149;-29,5878834;0.0;0;0;0;1;NÃO;1;2;26;292;31
04732200000190;SIM;10/18/2001;LUCIENE SILVESTRE DE LIMA ME;14;2;20;81;1322;827;1;-35,2205804;-5,8045246;0.0;1;0;0;1;NÃO;6;1;26;277;31
64385099000170;SIM;11/19/1990;CARLOS EDUARDO GONCALVES;14;2;11;466;242;3642;2;-43,9442866;-19,8797313;0.0;0;0;0;1;NÃO;5;3;;;
00745285000190;SIM;8/2/1995;SILVIA DE SOUZA ME;14;2;27;3878;1965;5302;1;-46,694859;-23,7260038;0.0;0;0;0;1;NÃO;2;4;26;237;31
12960445000100;SIM;12/3/2010;DEBORA REGINA ARCAS MEI;14;2;27;131;456;1763;2;-46,8442588;-23,5500557;0.0;0;0;0;1;SIM;6;3;20;75;68
61880332000100;SIM;6/25/1991;PAULO SERGIO TAVARES;12;2;27;1861;1940;789;2;-45,8887523;-23,2047602;0.0;0;0;0;1;NÃO;5;3;;;
12796638000160;SIM;11/3/2010;JOSE WILSON GALVAO MEI;14;2;27;1664;1965;3262;2;-46,7346055;-23,486489;0.0;0;0;0;1;SIM;6;3;20;121;68
03299077000100;SIM;7/23/1999;NILVA DA SILVA MACEDO ME;14;2;23;3105;1617;3376;2;-51,2014093;-30,0648263;0.0;0;0;0;1;NÃO;5;3;;;
27995455000140;SIM;6/24/1983;ROSA IGNEZ VALIATTI FERREIRA ME;14;2;8;2198;2013;6993;2;-40,2473934;-20,1586215;0.0;0;0;0;1;NÃO;5;3;;;
91650911000110;SIM;4/15/1987;SONIA MARIA BACCHI ME;14;2;23;359;1617;5669;1;-51,1948445;-30,0419459;0.0;0;0;0;1;NÃO;6;1;20;75;68
71448047003500;NÃO;11/3/2004;MACER DROGUISTAS LTDA;36;2;27;614;964;3394;1;-48,047919;-23,5882277;0.0;0;0;0;1;NÃO;6;1;26;284;31
72489586000100;SIM;7/14/1993;D P ANSELMI ME;14;2;19;2865;486;2374;2;-42,2024552;-22,4768299;0.0;0;0;0;1;NÃO;5;3;;;
08953255000180;SIM;7/19/2007;G LUCAS TRANSPORTE DE CARGAS LTDA ME;36;2;23;137;1990;4181;1;-51,0069543;-29,6353852;0.0;0;0;0;1;NÃO;2;4;25;690;87
12052659000170;SIM;5/17/2010;W S DE JESUS HORTIFRUTIGRANJEIROS ME;14;2;19;3150;1206;1846;1;-42,881265;-22,9377666;0.0;0;0;0;1;NÃO;1;2;26;261;31
15661465000160;SIM;6/17/1980;MALHARIA CLIPPER LTDA;36;2;5;3099;1771;5153;2;-38,512382;-12,9703817;0.0;0;0;0;1;NÃO;5;3;;;
06112905000130;SIM;2/6/2004;WELLINGTON DE SOUSA RIBEIRO ME;14;2;18;2741;719;4633;1;-49,3149656;-25,6458111;0.0;0;0;0;1;NÃO;4;2;26;279;31
26528679000180;SIM;5/17/1990;L A C COMERCIO DE PECAS USADAS LTDA;36;2;13;1771;619;335;2;-56,0857739;-15,6203842;0.0;0;0;0;1;NÃO;5;3;;;
54119383000140;SIM;1/23/1985;CAMPESTRE COMERCIO E REPRESENTACAO DE PROD AGROP LTDA;36;2;27;614;1132;2632;2;-49,7488517;-21,6745975;0.0;0;0;0;1;NÃO;5;3;;;
18714568000130;SIM;7/16/1991;RENATO LUIZ DA SILVA;14;2;11;1089;1635;3679;2;-45,9140822;-22,225433;0.0;0;0;0;1;NÃO;5;3;;;
03915695000120;SIM;7/3/2000;RCE ELEVADORES LTDA ME;36;2;11;614;242;4815;1;-43,9378268;-19,923344;0.0;1;0;0;1;NÃO;6;1;9;279;82
13129728000160;SIM;1/19/2011;CLAUDIA REGINA GRACIANO KREIBICH MEI;14;2;24;2253;1303;4425;1;-49,2124982;-28,659183;0.0;0;0;0;1;SIM;6;4;26;241;31
10473828000110;SIM;10/23/2008;MINDWORKS TECNOLOGIA EIRELI EPP;10;2;27;359;1965;1203;1;-46,6589521;-23,5587368;0.0;0;0;0;1;NÃO;6;1;9;26;66
00655776000140;SIM;6/7/1995;RENATO CARLOS GONCALVES LAGE ME;14;2;11;3120;725;150;1;-43,0191302;-19,2283201;0.0;0;0;0;1;NÃO;6;1;19;517;12
02936061000190;SIM;1/13/1999;DETROIT SOM E LUZ LTDA ME;36;2;18;3688;627;6868;1;-49,2542625;-25,4795632;0.0;0;0;0;1;NÃO;6;1;26;30;31
66531856000100;SIM;7/15/1991;M B MARQUES ME;14;2;27;614;989;3276;1;-46,8419064;-23,003976;0.0;0;0;0;1;NÃO;4;2;26;258;31
01504872000150;SIM;10/30/1996;DANIEL ALVES DA GAMA MERCEARIA ME;14;2;27;827;1965;5858;2;-46,4422208;-23,5471637;0.0;0;0;0;1;NÃO;2;3;26;281;31
11906151000120;SIM;4/29/2010;EMPREENDIMENTOS IMOBILIARIOS B L LTDA ME;36;2;18;614;1034;5454;2;-51,6386494;-23,5991226;0.0;1;0;0;1;NÃO;5;3;9;498;66
02250159000190;SIM;11/19/1997;ZEZINHO ILIVAL FILHO MAUA ME;14;2;27;1949;1226;1271;1;-46,4311306;-23,6454967;0.0;0;0;0;1;NÃO;1;4;16;521;4
14406228000190;SIM;10/4/2011;ELDA SILVA CARVALHO MEI;14;2;10;1373;1951;1301;1;-44,2751856;-2,5013014;0.0;0;0;0;1;SIM;1;2;26;279;31
13881960000150;SIM;6/29/2011;FABIANE PALAVER MEI;14;2;23;614;1626;7248;1;-54,6702101;-27,5726349;0.0;0;0;0;1;SIM;6;1;3;447;52
46032975000100;SIM;8/16/1966;EMPRESA DE TRANSPORTES PALMA LTDA;36;2;27;1545;395;1187;2;-47,0673406;-22,9258844;0.0;0;0;0;1;NÃO;5;3;;;
64041460000140;SIM;9/17/1990;S S TRANSPORTES E TURISMO LTDA ME;36;2;27;2646;1987;2824;1;-46,394785;-23,9547686;0.0;0;0;0;1;NÃO;6;1;25;685;87
22263792000120;SIM;8/29/1986;VARCON PRE MOLDADOS INDUSTRIA E COMERCIO LTDA;36;2;11;1409;2199;1296;2;-45,4418971;-21,5808694;0.0;0;0;0;1;NÃO;5;3;;;
08528881000120;SIM;12/4/2006;G P SANTOS ENGENHARIA E CONSTRUCAO LTDA ME;36;2;27;2705;2165;6323;1;-45,0792699;-23,4436649;0.0;0;0;0;1;NÃO;2;4;9;25;66
13737399000130;SIM;5/12/2011;EL BERIT MINERALS LTDA;36;2;9;2245;494;4528;1;-47,9597829;-18,1607993;0.0;0;0;0;1;NÃO;1;4;1;210;30
13615564000180;SIM;2/25/2011;JOZIVANIO LEITE FAUSTINO TRANSPORTES ME;14;2;27;2580;1965;6355;1;-46,7657495;-23,6604548;0.0;2;2;2;1;NÃO;2;4;25;690;87
05317602000190;SIM;9/12/2002;MARCIA SUELI AMANCIO DO NASCIMENTO GUARUJA ME;14;2;27;2445;812;6910;1;-46,2033443;-23,9820442;0.0;0;0;0;1;NÃO;2;4;16;521;4
05703189000100;SIM;6/6/2003;RENAS COMERCIO DE ALIMENTOS LTDA ME;36;2;27;3104;1965;6866;2;-46,7028322;-23,6506494;0.0;0;0;0;1;NÃO;5;3;16;521;4
13362420000160;SIM;3/14/2011;RAFAEL TAVARES GOMES MEI;14;2;9;1934;771;2785;2;-49,3183616;-16,7310331;0.0;0;0;0;1;NÃO;5;3;9;111;82
32677726000230;NÃO;3/9/2000;BRASFRUT FRUTOS DO BRASIL LTDA;36;2;19;408;1724;4436;1;-43,252696;-22,8715011;0.0;0;0;0;1;NÃO;7;2;1;208;30
86476314000180;SIM;5/24/1994;J R REPRESENTACOES G V LTDA ME;36;2;11;614;781;3339;1;-41,9534152;-18,8562454;0.0;0;1;1;1;NÃO;4;4;10;9;16
12806973000100;SIM;11/4/2010;KARLA CRISTINA RIBEIRO MARTINS MEI;14;2;11;614;455;7192;1;-42,0299263;-20,7314751;0.0;0;0;0;1;SIM;6;1;26;241;31
02537916000100;SIM;3/5/1998;ASILO DE CARIDADE ANTONIO FREDERICO OZANAM DE IBITURUNA;1;2;11;170;851;1287;1;-44,75116;-21,1528128;0.0;0;0;0;1;NÃO;6;1;19;516;13
11397865000150;SIM;11/17/2009;GOVINDA COURIER EIRELI ME;10;2;27;3665;814;601;1;-46,5557292;-23,4538983;0.0;4;0;0;1;NÃO;4;2;25;660;34
10051464000180;SIM;2/4/1974;INDUSTRIA DE PANIFICACAO SEMPRE VIVA LTDA ME;36;2;16;436;1677;241;1;-34,9526004;-8,0405048;0.0;0;0;0;1;NÃO;4;1;3;474;52
12760658000180;SIM;2/2/1967;JOAO OLIVEIRA CARNAUBA;14;2;2;614;2178;6195;2;-36,0341902;-9,1561297;0.0;0;0;0;1;NÃO;5;3;;;
16992683000140;SIM;10/11/2012;CLEBER LUIZ DE SOUZA MEI;14;2;23;435;1828;4420;1;-53,3664818;-33,5215632;0.0;0;0;0;1;SIM;6;4;9;548;82
16997461000110;SIM;10/11/2012;SEVERINA MARIA DOS SANTOS ALIMENTOS ME;14;2;16;3180;2240;7798;1;-35,3013993;-8,1215684;0.0;0;0;0;1;NÃO;2;4;26;272;31
05323514000100;SIM;2/25/1977;NORDESTE ADMINISTRACAO E PARTICIPACOES LTDA;36;2;6;80;736;1394;2;-38,5018593;-3,735124;0.0;0;0;0;1;NÃO;5;3;;;
03567687000130;SIM;12/15/1999;ANA MAIDA DE PAULO RIBEIRAO PRETO;14;2;27;1299;1710;4750;2;-47,8067915;-21,131936;0.0;0;0;0;1;NÃO;5;3;;;
92609791000170;SIM;2/23/1989;PEDRO FERREIRA ARMAZEM;14;2;23;614;2048;1034;1;-52,5129725;-28,8375043;0.0;0;0;0;1;NÃO;2;4;16;118;4
05033703000130;SIM;4/26/2002;SUELI FRANCO VIDEOLOCADORA ME;14;2;27;429;1265;701;1;-46,2252441;-23,5381435;0.0;0;0;0;1;NÃO;4;2;26;22;31
07177353000100;SIM;1/18/2005;RZA COMERCIO DE ALIMENTOS LTDA;36;2;23;1401;506;7184;2;-51,1699605;-29,1565627;0.0;0;0;0;1;NÃO;5;3;;;
14876431000120;SIM;1/13/2012;BBD LTDA ME;36;2;14;614;1090;1022;1;-56,0872325;-2,1532974;0.0;0;0;0;1;NÃO;2;1;26;235;31
16538846000110;SIM;7/20/2012;ELISABET KOGUT MEI;14;2;18;614;913;5639;2;-50,6554512;-25,4718806;0.0;0;0;0;1;NÃO;5;3;17;381;37
52427507000120;SIM;4/5/1983;RAIMUNDA GONCALVES DE OLIVEIRA ME;14;2;27;173;804;2146;1;-50,3415885;-20,0751121;0.0;0;0;0;1;NÃO;1;4;26;271;31
08818799000130;SIM;5/3/2007;BERENICE BRITTO ATAIDE DE ARRUDA ME;14;2;27;2955;1543;3579;1;-45,4601443;-22,9444129;0.0;0;0;0;1;SIM;2;4;26;241;31
07784573000100;SIM;12/29/2005;SANCHEZ SANTOS REPRESENTACOES COMERCIAIS LTDA ME;36;2;18;614;162;826;1;-51,6639768;-23,2400211;0.0;0;0;0;1;NÃO;2;4;21;83;69
03911677000170;SIM;6/2/2000;MARIA DEDI DA CONCEICAO VESTUARIOS ME;14;2;27;3516;415;719;1;-45,5942451;-22,7404267;0.0;0;0;0;1;NÃO;2;4;26;241;31
38959698000140;SIM;6/27/1990;NADIR FILOMENA CARDINALLI GUERRA;14;2;27;3798;1965;4989;2;-46,5949541;-23,4626592;0.0;0;0;0;1;NÃO;5;3;;;
03933852000120;SIM;7/5/2000;NEGOCIO LOGICO COMERCIO E SERVICOS LTDA ME;36;2;27;3721;1588;3401;2;-46,3461997;-23,5215798;0.0;0;0;0;1;NÃO;5;3;;;
15608025000140;SIM;5/28/2012;MAYCON APARECIDO FAVERO MEI;14;2;27;1727;1267;5386;1;-46,9746749;-22,407583;0.0;0;0;0;1;SIM;1;2;26;657;29
11306905000100;SIM;11/6/2009;CAPANEMA PNEUS LTDA ME;36;2;14;983;437;885;1;-47,178546;-1,2035534;0.0;0;0;0;1;NÃO;2;1;26;142;29
00311129000110;SIM;11/21/1994;LUBIANE COMERCIO DE ROUPAS LTDA;36;2;27;1566;1965;5837;2;-46,7475325;-23,6333537;0.0;0;0;0;1;NÃO;5;3;;;
16618671000150;SIM;8/1/2012;ELEICAO 2012 JANEIDE DA SILVA VEREADOR;4;2;16;3219;2254;5401;2;-35,6260866;-8,7946628;0.0;0;0;0;1;NÃO;5;3;20;90;15
