cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
11596552000120;SIM;2/24/2010;ANTONIA KATIA NEPOMUCENO FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VALERIA;60862820;BARROSO;FORTALEZA;CE;ATIVA;PRIVADO
12357335000140;SIM;8/10/2010;ORLANDO LUCAS DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JULIO HORST;98280000;ZONA NORTE;PANAMBI;RS;BAIXADA;PRIVADO
10455835000190;SIM;11/6/2008;RICARDO BERNARDES ME;2135;EMPRESARIO INDIVIDUAL;RUA IPIRANGA;38045150;PARQUE DAS AMERICAS;UBERABA;MG;ATIVA;PRIVADO
13373020000150;SIM;3/14/2011;L DE SOUZA BORBA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA GETULIO VARGAS;88960000;NOVA BRASILIA;SOMBRIO;SC;ATIVA;PRIVADO
10728091000130;SIM;3/30/2009;B R X SERVICOS INDUSTRIAIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BAHIA;11740000;PRAIA DOS SONHOS;ITANHAEM;SP;ATIVA;PRIVADO
10688855000100;SIM;2/13/2009;JR CARRINHOS INDUSTRIA E COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO CANZI;08536600;VILA PEREIRA;FERRAZ DE VASCONCELOS;SP;ATIVA;PRIVADO
16626725000120;SIM;8/2/2012;CLODOALDO SANTANA DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA LEANDRO BARRETO;50790000;JARDIM SAO PAULO;RECIFE;PE;ATIVA;PRIVADO
08059281000240;NÃO;6/16/2006;LUIZ OMAR FADEL;4120;PRODUTOR RURAL PESSOA FISICA;SITIO NOSSA SENHORA APARECIDA;13800970;VATINGA;MOGI MIRIM;SP;ATIVA;PRIVADO
08534779000480;NÃO;3/6/2009;AYRTON JOSE ROCCA;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA LIBERDADE;15970000;ZONA RURAL;SANTA ERNESTINA;SP;ATIVA;PRIVADO
07974851000770;NÃO;6/21/2010;SOLANGE SILVA FERREIRA DE OLIVEIRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO FREI GALVAO RODSP;14570000;RURAL;BURITIZAL;SP;ATIVA;PRIVADO
08144029000230;NÃO;8/1/2006;LIBERTINO DINIZ SANTOS ZANUTTO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO DINIZ;19380000;CORREGO DO ARCO;RIBEIRAO DOS INDIOS;SP;ATIVA;PRIVADO
07679750000180;SIM;10/19/2005;SEBASTIAO DE MORAES SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA SAO DOMINGOS;76101972;VILA EDUARDA;SAO LUIS DE MONTES BELOS;GO;BAIXADA;PRIVADO
89388565000100;SIM;8/29/1979;CIRCULO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBINO CASSEL;3999;ASSOCIACAO PRIVADA;LINHA BOA ESPERANCA;95793000;BOA ESPERANCA;MARATA;RS;ATIVA;PRIVADO
15256190000180;SIM;3/23/2012;NISLEI DE FREITAS JOSE ATAIDE MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARCIA DE WINDSOR;32400000;AGUIA DOURADA;IBIRITE;MG;BAIXADA;PRIVADO
21372495000150;SIM;9/11/1987;ASSOCIACAO COMUNITARIA DECAMPOS ACCCAMP;3999;ASSOCIACAO PRIVADA;LOCALIDADE CAMPOS;39480000;TEJUCO;JANUARIA;MG;ATIVA;PRIVADO
93663243000190;SIM;8/27/1990;LENICE DA ROSA FIEL ME;2135;EMPRESARIO INDIVIDUAL;RUA TIRADENTES;95960970;CENTRO;ENCANTADO;RS;ATIVA;PRIVADO
08869578000190;SIM;6/4/2007;CARPINA REPRESENTACOES DE PRODUTOS FARMACEUTICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;CHACARA RANCHO ALEGRE;55819970;ZONA RURAL;CARPINA;PE;ATIVA;PRIVADO
14659909000160;SIM;11/23/2011;JULIO CEZAR MARTINS MEI;2135;EMPRESARIO INDIVIDUAL;RUA DESEMBARGADOR JORGE FONTANA;37950000;SAO JUDAS TADEU;SAO SEBASTIAO DO PARAISO;MG;ATIVA;PRIVADO
07149704000170;SIM;12/10/2004;DGFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORONEL ALEXANDRINO;62800000;CENTRO;ARACATI;CE;ATIVA;PRIVADO
12468763000140;SIM;8/31/2010;BARBOSA E ERICEIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SESSENTA E SETE;65074525;VINHAIS;SAO LUIS;MA;ATIVA;PRIVADO
10870023000100;SIM;6/2/2009;MAGELA & HENRIQUE TRANSPORTES E PRESTACAO DE SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TAPIRAPES;31530080;SANTA MONICA;BELO HORIZONTE;MG;ATIVA;PRIVADO
01185262000130;SIM;3/27/1996;LONGHI CONSULTORIA E PROJETOS LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA INDUSTRIAL;17203570;INDUSTRIAL;JAU;SP;ATIVA;PRIVADO
56712086000130;SIM;11/12/1986;MUSARDO CONTACT INTERMEDIACAO DE NEGOCIOS LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA MAJOR QUEDINHO;01050030;CENTRO;SAO PAULO;SP;ATIVA;PRIVADO
15751697000100;SIM;6/13/2012;MARTINS & ESTANCIA COMERCIO DE ROUPAS E ACESSORIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BRASIL;86010200;CENTRO;LONDRINA;PR;ATIVA;PRIVADO
56959794000170;SIM;12/14/1979;ANA APARECIDA JACINTO SOARES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE VARGAS;14270000;CENTRO;SANTA ROSA DE VITERBO;SP;ATIVA;PRIVADO
21075114000170;SIM;3/6/1981;CARATINGA CARTORIO DE NOTAS E REGISTRO CIVIL;3034;SERVICO NOTARIAL E REGISTRAL CARTORIO;RUA DOUTOR JOSE AUGUSTO;35300005;SANTA ZITA;CARATINGA;MG;ATIVA;PRIVADO
30556021000230;NÃO;6/4/1987;PAIOT ALIMENTACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO BUSATO;29090470;JARDIM CAMBURI;VITORIA;ES;ATIVA;PRIVADO
54734959000180;SIM;9/24/1985;FOTO ESTUDIO E MAGAZINE MURAKI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA SAO JOAO CLIMACO;04255000;S J CLIMACO;SAO PAULO;SP;ATIVA;PRIVADO
15752672000120;SIM;7/21/2011;PARTIDO DA MOBILIZACAO NACIONAL PMN;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;AVENIDA VEREADOR JOSE DONATO;13318000;JACARE;CABREUVA;SP;ATIVA;PUBLICO
12806626000330;NÃO;10/10/1991;GRADAR PRODUTOS FARMACEUTICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE CARAPUCEIRO;51020900;BOA VIAGEM;RECIFE;PE;ATIVA;PRIVADO
15427145000140;SIM;4/25/2012;REGINA SANTOS DE SENA MEI;2135;EMPRESARIO INDIVIDUAL;ESTRADA DO CORREDOR;02992210;PARQUE PANAMERICANO;SAO PAULO;SP;ATIVA;PRIVADO
51958320000190;SIM;1/15/1980;SADAJIRO NAKAMURA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA AIMARA;06815000;PARQUE PIRAJUSSARA;EMBU DAS ARTES;SP;ATIVA;PRIVADO
01497037000130;SIM;10/24/1996;A P M DA ESCOLA RURAL MUNICIPAL DE VALINHOS;3999;ASSOCIACAO PRIVADA;LOCALIDADE VALINHOS ANTIGA RODOV;84430000;ZONA RURAL;IMBITUVA;PR;ATIVA;PRIVADO
15268742000170;SIM;3/27/2012;LINDAURA SOUSA SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA SENADOR QUEIROS;01026001;CENTRO;SAO PAULO;SP;ATIVA;PRIVADO
13569432000160;SIM;4/29/2011;ELIANA DA COSTA GONCALVES RODRIGUES MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR PORCIUNCULA;25610110;CENTRO;PETROPOLIS;RJ;ATIVA;PRIVADO
13409640000100;SIM;3/15/2011;NEUSA MARIA CARRASCHI MODAS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MANDACARU;87080000;GLEBA PATRIMONIO MARINGA;MARINGA;PR;ATIVA;PRIVADO
04660763000110;SIM;9/3/2001;COLOR DELTA DO BRASIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA DO COCO SHOPPING LITORAL NORTE;42700000;CENTRO;LAURO DE FREITAS;BA;ATIVA;PRIVADO
13238398000140;SIM;2/10/2011;DUGA VIAGEM EM PARIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA RUI BARBOSA;58040490;TORRE;JOAO PESSOA;PB;BAIXADA;PRIVADO
02266832000260;NÃO;8/5/2010;IGREJA PENTECOSTAL VALE DA BENCAO;3999;ASSOCIACAO PRIVADA;EQNP 13 BLOCO H;72241548;CEILANDIA;BRASILIA;DF;ATIVA;PRIVADO
16357576000140;SIM;9/22/1988;JOSE PEREIRA DOS REIS DE BARRA ME;2135;EMPRESARIO INDIVIDUAL;RUA SETE DE SETEMBRO;47100000;CENTRO;BARRA;BA;ATIVA;PRIVADO
14546091000170;SIM;10/31/2011;CARLA LEMOS RODRIGUES MEI;2135;EMPRESARIO INDIVIDUAL;RUA CRISTOVAO COLOMBO;20780300;CACHAMBI;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
09287796000180;SIM;11/20/2007;CLEVERTON SOARES PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA TIRADENTES;96015010;CENTRO;PELOTAS;RS;ATIVA;PRIVADO
07254336000120;SIM;2/23/2005;CRISZANGELA RECH ME;2135;EMPRESARIO INDIVIDUAL;RUA DESEMBARGADOR VELOSO;39390000;CENTRO;BOCAIUVA;MG;ATIVA;PRIVADO
07814407000100;SIM;1/10/2006;CARLOS LINDEMBERGUE LIMA ME;2135;EMPRESARIO INDIVIDUAL;RUA J K;68515000;RIO VERDE;PARAUAPEBAS;PA;ATIVA;PRIVADO
07272033000130;SIM;3/9/2005;ROSA DO VENTO SERVICOS DE FOTOCOPIAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO GABRIEL ARCANJO;88720000;CENTRO;PEDRAS GRANDES;SC;ATIVA;PRIVADO
08552906000120;SIM;8/30/2006;CARLOS EDUARDO FERREIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PEDRO ANTONIO BORDIGNON;13145819;SAO JOSE;PAULINIA;SP;ATIVA;PRIVADO
08091610000150;SIM;3/25/2006;LUIZ DE SOUSA LIMA JUNIOR;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA BANDEIRANTES DOESTE FAZCEZARIA;15360000;RURAL;SUD MENNUCCI;SP;ATIVA;PRIVADO
01414938000110;SIM;9/3/1996;ASSOCIACAO RIOVERDENSE DE ARBITROS DE FUTEBOL AMADOR;3999;ASSOCIACAO PRIVADA;RUA PIAUI;75904220;SETOR PAUSANES;RIO VERDE;GO;ATIVA;PRIVADO
08853190000100;SIM;5/29/2007;EMPREITEIRA OLIVEIRA SACRAMENTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SILVA JARDIM;38190000;BELA VISTA I;SACRAMENTO;MG;ATIVA;PRIVADO
08531281000110;SIM;12/7/2006;ALUME REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAQUIM NABUCO;90050340;CIDADE BAIXA;PORTO ALEGRE;RS;ATIVA;PRIVADO
15566177000470;NÃO;4/13/1999;A ALVES CORREA NETO;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA TIRADENTES;79260000;CENTRO;BELA VISTA;MS;ATIVA;PRIVADO
14142629000180;SIM;8/17/2011;DROGARIA ORLANDO RIJO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 210;74535280;SETOR COIMBRA;GOIANIA;GO;ATIVA;PRIVADO
03232271000160;SIM;6/16/1999;GILBERTO DE A MELO TRANSPORTE ME;2135;EMPRESARIO INDIVIDUAL;RUA NORMA;06653360;DONA NAIR C NUNES;ITAPEVI;SP;ATIVA;PRIVADO
07605225000110;SIM;9/27/2005;VAM ADMINISTRADORA DE IMOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MARCOLINO MARTINS CABRAL;88705000;VILA MOEMA;TUBARAO;SC;ATIVA;PRIVADO
02088916000170;SIM;9/3/1997;FAL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 11;75257197;POLO EMPRESARIAL NOVA CANAA;SENADOR CANEDO;GO;ATIVA;PRIVADO
08677861000110;SIM;3/5/2007;PARTIDO TRABALHISTA CRISTAO PTC DO ESTADO DE MATO GROSSO DO SUL;3263;ORGAO DE DIRECAO REGIONAL DE PARTIDO POLITICO;AVENIDA MATO GROSSO;79020200;CENTRO;CAMPO GRANDE;MS;ATIVA;PUBLICO
07539692000190;SIM;7/21/2005;ANA PAULA BASTOS DESTRO ME;2135;EMPRESARIO INDIVIDUAL;PRACA BENEDITO VALADARES;36970000;ROQUE;MANHUMIRIM;MG;ATIVA;PRIVADO
14583367000190;SIM;10/17/2011;AURORA II PROMOTORA DE VENDAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORIOLANO;05047000;VILA ROMANA;SAO PAULO;SP;ATIVA;PRIVADO
10020687000180;SIM;7/9/2008;ELEICAO 2008 NELZA MARIA SAVINO LICHY VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA BELEM DO PARA;13845220;IMOVEL PEDREGULHAL;MOGI GUACU;SP;BAIXADA;PRIVADO
27481811000370;NÃO;6/29/1981;ELETROGAS COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA FRANCISCO L DE AGUIAR;29300908;SEM INFORMACAO;CACHOEIRO DE ITAPEMIRIM;ES;BAIXADA;PRIVADO
24603821000180;SIM;6/22/1988;ILMA DE SOUZA MEDEIROS;2135;EMPRESARIO INDIVIDUAL;RUA PIRACICABA;79110011;SOBRINHO;CAMPO GRANDE;MS;BAIXADA;PRIVADO
75719724000270;NÃO;8/7/1980;ARIETA UTILIDADES DOMESTICAS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MAJOR BARBOSA;86390000;CENTRO;CAMBARA;PR;BAIXADA;PRIVADO
46384111002860;NÃO;3/23/1982;SAO PAULO SECRETARIA DA EDUCACAO;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;AVENIDA DOS AUTONOMISTAS;06090904;CENTRO;OSASCO;SP;BAIXADA;PUBLICO
48991921000270;NÃO;3/18/1977;PORTO PECAS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MONSENHOR SECKLER;18540000;JARDIM BORBA GATO;PORTO FELIZ;SP;BAIXADA;PRIVADO
26647149000150;SIM;6/26/1990;AVISAN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HONORATO DE CARVALHO;75801701;CENTRO;JATAI;GO;BAIXADA;PRIVADO
95866166000100;SIM;3/19/1993;RESTAURANTE E PIZZARIA LA CASCINA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR MARINHO LOBO;89201020;CENTRO;JOINVILLE;SC;BAIXADA;PRIVADO
87530804000180;SIM;6/19/1981;HELMUTH RICHTER;2135;EMPRESARIO INDIVIDUAL;AVENIDA ASPIRANTE JENNER;99074360;LUCAS ARAUJO;PASSO FUNDO;RS;BAIXADA;PRIVADO
84048388000190;SIM;4/22/1994;CONDUGEL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GENERAL ATAIDE TEIVE;69312242;ASA BRANCA;BOA VISTA;RR;BAIXADA;PRIVADO
90520834000110;SIM;11/14/1985;BAR CHOPP GUADALAJARA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PRESIDENTE ROOSEVELT;90230002;SAO GERALDO;PORTO ALEGRE;RS;BAIXADA;PRIVADO
90941360000180;SIM;4/24/1980;LUIZ CLEMENTE MAINERI ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR EDUARDO CHARTIER;90020015;PASSO DA AREIA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
82745381000100;SIM;10/31/1990;DECASTRO CORRETORA DE SEGUROS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA RIO BRANCO;88015201;CENTRO;FLORIANOPOLIS;SC;BAIXADA;PRIVADO
91244830000110;SIM;10/7/1986;ELJU REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VOLUNTARIOS DA PATRIA;90030000;CENTRO;PORTO ALEGRE;RS;BAIXADA;PRIVADO
93337418000170;SIM;4/3/1990;OLGA LUCIA ROHRIG HENRICH;2135;EMPRESARIO INDIVIDUAL;RUA OSWALDO SCHAEFFER;95890000;CANABARRO;TEUTONIA;RS;BAIXADA;PRIVADO
83523852000190;SIM;5/28/1980;RENATO PEDRO DILL;2135;EMPRESARIO INDIVIDUAL;VIL TUNAS;89896000;TUNAS;ITAPIRANGA;SC;BAIXADA;PRIVADO
75562124000160;SIM;10/14/1981;J GOMES;2135;EMPRESARIO INDIVIDUAL;RUA JOAQUIM NABUCO;88802200;CENTRO;CRICIUMA;SC;BAIXADA;PRIVADO
89423404000100;SIM;9/9/1966;ETELVINO POLETTO;2135;EMPRESARIO INDIVIDUAL;RUA SARANDI;99700060;CENTRO;ERECHIM;RS;BAIXADA;PRIVADO
27190669000140;SIM;3/31/1981;PANIFICACAO REVELACAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DE SALUSSE;26262020;MESQUITA;NOVA IGUACU;RJ;BAIXADA;PRIVADO
18451898000180;SIM;9/4/1975;DEMETRIO NATAL DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA RAUL SOARES;38200000;CENTRO;FRUTAL;MG;BAIXADA;PRIVADO
24252058000190;SIM;12/13/1988;ADRIANO VIEIRA DOS SANTOS;2135;EMPRESARIO INDIVIDUAL;RUA BENEDITO MELO;57500000;CENTRO;SANTANA DO IPANEMA;AL;BAIXADA;PRIVADO
23864838000200;NÃO;10/12/1988;MERIDIONAL CARGAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAMUEL LUCAS;02162050;JARDIM JULIETA;SAO PAULO;SP;BAIXADA;PRIVADO
19020221000150;SIM;11/7/1986;JOSE EVARISTO DA COSTA;4014;EMPRESA INDIVIDUAL IMOBILIARIA;AVENIDA HENRIQUETO CARDINALLE;37500189;VARGINHA;ITAJUBA;MG;BAIXADA;PRIVADO
28150654000110;SIM;11/5/1982;VERMAR ARQUITETURA E ENGE PROJETOS E CONSTRUCOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARIA FREITAS;21351010;MADUREIRA;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
25691643000150;SIM;2/28/1989;MICRO AUTO PECAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA OSWALDO COSTA;37120000;SEM INFORMACAO;PARAGUACU;MG;BAIXADA;PRIVADO
57326407000120;SIM;8/21/1990;ANTONIO JOSE DA SILVA;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA EPITACIO PESSOA;19260000;CENTRO;MIRANTE DO PARANAPANEMA;SP;BAIXADA;PRIVADO
60654415000100;SIM;6/1/1989;MERCEARIA ITAGUACU LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ITABAPOAN;12570000;ITAGUACU;APARECIDA;SP;BAIXADA;PRIVADO
19163914000100;SIM;5/4/1976;PREVENCAO CONTRA INCENDIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JACUI;31140650;RENASCENCA;BELO HORIZONTE;MG;BAIXADA;PRIVADO
32160731000190;SIM;9/22/1988;SOR MERCEARIA E BAR LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA OLGA HERMONT;26540150;CENTRO;NILOPOLIS;RJ;BAIXADA;PRIVADO
26799551000150;SIM;4/16/1991;G R DE OLIVEIRA;2135;EMPRESARIO INDIVIDUAL;AVENIDA ALVES FERREIRA;78630000;CENTRO;CAMPINAPOLIS;MT;BAIXADA;PRIVADO
53853388000130;SIM;9/28/1984;ORLANDO JOSE BERTO;2135;EMPRESARIO INDIVIDUAL;RUA GOVERNADOR PEDRO DE TOLEDO;13400070;CENTRO;PIRACICABA;SP;BAIXADA;PRIVADO
66278540000140;SIM;7/2/1991;JOSE HUMBERTO DE OLIVEIRA;2135;EMPRESARIO INDIVIDUAL;AVENIDA VISCONDE DO RIO BRANCO;36660000;SAUDE;ALEM PARAIBA;MG;BAIXADA;PRIVADO
29968013000130;SIM;2/22/1978;BAR BATANA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA GUANDU DO SAPE;23090031;CAMPO GRANDE;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
28687408000100;SIM;6/14/1985;J A DA ROCHA ARMARINHOS;2135;EMPRESARIO INDIVIDUAL;TRAVESSA MARIO DE ALMEIDA;27310100;CENTRO;BARRA MANSA;RJ;BAIXADA;PRIVADO
18714568000130;SIM;7/16/1991;RENATO LUIZ DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL BRITO FILHO;37550000;FATIMA;POUSO ALEGRE;MG;BAIXADA;PRIVADO
51038883000160;SIM;9/13/1982;JULI S FASHION CONFECCAO COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE RAPOSO;03118000;MOOCA;SAO PAULO;SP;BAIXADA;PRIVADO
51504546000110;SIM;8/15/1984;MAC ADMINISTRACAO ASSESSORIA E PLANEJAMENTO SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA SALDANHA MARINHO;18760000;CENTRO;CERQUEIRA CESAR;SP;BAIXADA;PRIVADO
61879391000150;SIM;5/21/1991;GERALDO ANTONIO KREVER;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA NELSON ALVES DE OLIVEIRA;12225180;JARDIM PARAISO DO SOL;SAO JOSE DOS CAMPOS;SP;BAIXADA;PRIVADO
73680050000130;SIM;11/12/1993;TRANSPANGARE TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DO RIO BRANCO;89295000;VILA NOVA;RIO NEGRINHO;SC;BAIXADA;PRIVADO
78176179000120;SIM;9/25/1979;COMERCIO DE ROUPAS FEITAS GOLDEN STAR LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DEZ HUGO SIMAS;83203540;CENTRO;PARANAGUA;PR;BAIXADA;PRIVADO
69999381000160;SIM;1/7/1994;JOSE ACACIO BEZERRA;2135;EMPRESARIO INDIVIDUAL;PRACA ENOQUE BARBOSA ROMAO;57350000;CENTRO;CAMPO GRANDE;AL;BAIXADA;PRIVADO
51232221000630;NÃO;9/26/1996;ASSOCIACAO COMUNITARIA MONTE AZUL;3999;ASSOCIACAO PRIVADA;RUA VITALINA GRASSMAN;05801110;JARDIM MIRANTE;SAO PAULO;SP;BAIXADA;PRIVADO
71532824000150;SIM;8/9/1993;CALIOPE REPRESENTACOES E ASSESSORIA LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA MIRO VETORAZZO;09820130;DEMARCHI;SAO BERNARDO DO CAMPO;SP;BAIXADA;PRIVADO
68792043000190;SIM;2/8/1993;PREMIER PRODUCOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA RODRIGUES ALVES;20081250;CENTRO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
64630783000170;SIM;9/27/1990;CONFECCOES E CREACOES WOYAGE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LUIZ DE OLIVEIRA ARRUDA;13212390;JARDIM DO LAGO;JUNDIAI;SP;BAIXADA;PRIVADO
69251395000100;SIM;12/29/1992;LUIZ ANTONIO SARTI DOIS CORREGOS;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL SIMOES;17300000;CENTRO;DOIS CORREGOS;SP;BAIXADA;PRIVADO
40892275000100;SIM;5/6/1992;INCORPORADORA MORADA BELA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MAURICIO DE NASSAU;55293100;SANTO ANTONIO;GARANHUNS;PE;BAIXADA;PRIVADO
63987895000110;SIM;7/31/1990;ISMENIA BERALDO DE PAIVA ME;2135;EMPRESARIO INDIVIDUAL;RUA SAO GERALDO;12955000;CENTRO;BOM JESUS DOS PERDOES;SP;BAIXADA;PRIVADO
74481698000140;SIM;3/9/1994;MODAS LESMOA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA JULIO PRESTES;01218020;CAMPOS ELISEOS;SAO PAULO;SP;BAIXADA;PRIVADO
79868428000100;SIM;4/22/1987;PROMOCOES ARTISTICAS ELDORADO LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA SAO PAULO;87280000;CENTRO;IRETAMA;PR;BAIXADA;PRIVADO
63044911000130;SIM;5/23/1990;CLAUDENICE ROVERE;2135;EMPRESARIO INDIVIDUAL;RUA GUILHERME MARCONI;09020270;VILA ASSUNCAO;SANTO ANDRE;SP;BAIXADA;PRIVADO
72206501000130;SIM;5/6/1993;J B DE MORAIS;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO DRUMOND;60325700;MONTE CASTELO;FORTALEZA;CE;BAIXADA;PRIVADO
44792117000120;SIM;10/14/1980;IVO MONTEIRO VARGAS;2135;EMPRESARIO INDIVIDUAL;RUA TAUBATE;12420170;ALTO DO CARDOSO;PINDAMONHANGABA;SP;BAIXADA;PRIVADO
32665150000100;SIM;5/30/1989;J E BAR RESTAURANTE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;1A TRAVESSA TEODULO DE ALBUQUERQUE;41181250;CABULA VI;SALVADOR;BA;BAIXADA;PRIVADO
33611500004530;NÃO;10/16/1989;GERDAU SA;2046;SOCIEDADE ANONIMA ABERTA;RUA CONCEICAO;09220510;UTINGA;SANTO ANDRE;SP;BAIXADA;PRIVADO
48669113000100;SIM;4/14/1977;DIAMARCINDO ANTONIO;2135;EMPRESARIO INDIVIDUAL;RUA COM ALFAIA RODRIGUES;11015147;APARECIDA;SANTOS;SP;BAIXADA;PRIVADO
36753077000180;SIM;7/11/1991;FABIOLA DOS SANTOS;2135;EMPRESARIO INDIVIDUAL;QUADRA 1;72491010;GAMA;BRASILIA;DF;BAIXADA;PRIVADO
32930406000160;SIM;4/27/1989;A M LIMA MERCEARIA;2135;EMPRESARIO INDIVIDUAL;QNO 16 CONJUNTO I;72237100;CEILANDIA;BRASILIA;DF;BAIXADA;PRIVADO
